tweet_id,text,timestamp,rating_numerator,rating_denominator,name,dog_stage,retweet_count,favorite_count,jpg_url,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog
889638837579907072,This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist ,2017-07-25 00:10:02,12,10,Ted,None,4735.0,27672.0,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,French bulldog,0.99165,True,Boxer,0.00212864,True,Staffordshire bullterrier,0.00149818,True
889531135344209921,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek ,2017-07-24 17:02:04,13,10,Stuart,puppo,2321.0,15359.0,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,Golden retriever,0.953442,True,Labrador retriever,0.0138341,True,Redbone,0.00795775,True
889278841981685760,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek ,2017-07-24 00:19:32,13,10,Oliver,None,5637.0,25652.0,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,Whippet,0.626152,True,Borzoi,0.194742,True,Saluki,0.0273507,True
888917238123831296,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both ,2017-07-23 00:22:39,12,10,Jim,None,4709.0,29611.0,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,Golden retriever,0.714719,True,Tibetan mastiff,0.120184,True,Labrador retriever,0.105506,True
888804989199671297,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best ,2017-07-22 16:56:37,13,10,Zeke,None,4559.0,26080.0,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,Golden retriever,0.46976,True,Labrador retriever,0.184172,True,English setter,0.0734817,True
888554962724278272,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af ,2017-07-22 00:23:06,13,10,Ralphus,None,3732.0,20290.0,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,Siberian husky,0.700377,True,Eskimo dog,0.166511,True,Malamute,0.111411,True
888078434458587136,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway ,2017-07-20 16:49:33,12,10,Gerald,None,3653.0,22201.0,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,French bulldog,0.995026,True,Pug,0.000931908,True,Bull mastiff,0.000903211,True
887705289381826560,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic ,2017-07-19 16:06:48,13,10,Jeffrey,None,5609.0,30779.0,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,Basset,0.821664,True,Redbone,0.0875815,True,Weimaraner,0.026236400000000003,True
887517139158093824,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) ,2017-07-19 03:39:09,14,10,such,None,12082.0,46959.0,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,Limousine,0.130432,False,Tow truck,0.0291754,False,Shopping cart,0.0263208,False
887473957103951883,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her ,2017-07-19 00:47:34,13,10,Canela,None,18781.0,69871.0,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,Pembroke,0.809197,True,Rhodesian ridgeback,0.05495,True,Beagle,0.0389148,True
887343217045368832,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) ,2017-07-18 16:08:03,13,10,None,None,10737.0,34222.0,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,Mexican hairless,0.330741,True,Sea lion,0.275645,False,Weimaraner,0.134203,True
887101392804085760,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof ,2017-07-18 00:07:08,12,10,None,None,6167.0,31061.0,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,Samoyed,0.733942,True,Eskimo dog,0.0350295,True,Staffordshire bullterrier,0.029704700000000007,True
886983233522544640,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in ,2017-07-17 16:17:36,13,10,Maya,None,8084.0,35859.0,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,Chihuahua,0.793469,True,Toy terrier,0.143528,True,Can opener,0.0322529,False
886736880519319552,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

",2017-07-16 23:58:41,13,10,Mingus,None,3443.0,12306.0,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,Kuvasz,0.309706,True,Great pyrenees,0.186136,True,Dandie dinmont,0.08634630000000001,True
886680336477933568,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal ,2017-07-16 20:14:00,13,10,Derek,None,4610.0,22798.0,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,Convertible,0.738995,False,Sports car,0.139952,False,Car wheel,0.0441727,False
886366144734445568,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe ,2017-07-15 23:25:31,12,10,Roscoe,pupper,3316.0,21524.0,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,French bulldog,0.999201,True,Chihuahua,0.000361178,True,Boston bull,7.55616e-05,True
886258384151887873,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles ,2017-07-15 16:17:19,13,10,Waffles,None,6523.0,28469.0,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,Pug,0.943575,True,Shower cap,0.0252856,False,Siamese cat,0.00284892,False
885984800019947520,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution ,2017-07-14 22:10:11,12,10,Jimbo,None,7097.0,33382.0,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,Blenheim spaniel,0.972494,True,Shih-tzu,0.00663012,True,Bernese mountain dog,0.00623915,True
885528943205470208,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly ,2017-07-13 15:58:47,13,10,Maisey,None,6683.0,36689.0,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,Pug,0.369275,True,Labrador retriever,0.265835,True,Kuvasz,0.134697,True
885167619883638784,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 ,2017-07-12 16:03:00,13,10,None,None,4556.0,22367.0,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,Malamute,0.8124819999999999,True,Siberian husky,0.0717125,True,Eskimo dog,0.0557697,True
884925521741709313,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl ",2017-07-12 00:01:00,12,10,Earl,None,16439.0,68152.0,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,Italian greyhound,0.259916,True,American staffordshire terrier,0.198451,True,Staffordshire bullterrier,0.127725,True
884876753390489601,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola ,2017-07-11 20:47:12,13,10,Lola,None,6096.0,28514.0,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,Chow,0.822103,True,Norwich terrier,0.106075,True,Norfolk terrier,0.0373485,True
884562892145688576,This is Kevin. He's just so happy. 13/10 what is your secret Kevin ,2017-07-11 00:00:02,13,10,Kevin,None,5100.0,24765.0,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,Pug,0.5464060000000001,True,French bulldog,0.404291,True,Brabancon griffon,0.0440019,True
884441805382717440,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) ",2017-07-10 15:58:53,14,10,None,None,5856.0,27478.0,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,Pembroke,0.993225,True,Cardigan,0.00321648,True,Chihuahua,0.00208089,True
884162670584377345,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo ,2017-07-09 21:29:42,12,10,Yogi,doggo,3128.0,20771.0,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,German shepherd,0.707046,True,Malinois,0.199396,True,Norwegian elkhound,0.0491476,True
883838122936631299,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy ,2017-07-09 00:00:04,12,10,Noah,None,3586.0,22349.0,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,Doberman,0.610946,True,Miniature pinscher,0.299603,True,Kelpie,0.0630203,True
883482846933004288,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 ",2017-07-08 00:28:19,5,10,Bella,None,10407.0,46860.0,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,Golden retriever,0.943082,True,Labrador retriever,0.032409,True,Kuvasz,0.00550072,True
883360690899218434,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck ,2017-07-07 16:22:55,13,10,Grizzwald,floofer,3825.0,22986.0,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,Chow,0.987997,True,Tibetan mastiff,0.00709872,True,Newfoundland,0.00214033,True
883117836046086144,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat ",2017-07-07 00:17:54,13,10,None,None,6949.0,37914.0,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,Golden retriever,0.949562,True,Labrador retriever,0.045947900000000014,True,Kuvasz,0.00247094,True
882992080364220416,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy ,2017-07-06 15:58:11,13,10,Rusty,None,4122.0,24445.0,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,Eskimo dog,0.466778,True,Siberian husky,0.406044,True,Dingo,0.07341439999999999,False
882762694511734784,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl ,2017-07-06 00:46:41,12,10,Gus,pupper,5134.0,28903.0,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,Labrador retriever,0.85005,True,Chesapeake bay retriever,0.074257,True,Flat-coated retriever,0.015579399999999997,True
882627270321602560,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) ,2017-07-05 15:48:34,13,10,Stanley,None,6342.0,28382.0,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,Pembroke,0.542982,True,Chihuahua,0.251988,True,Cardigan,0.107699,True
882268110199369728,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 ,2017-07-04 16:01:23,13,10,Alfy,None,12118.0,45880.0,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,Golden retriever,0.762211,True,Labrador retriever,0.0989849,True,Cocker spaniel,0.0171995,True
882045870035918850,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko ",2017-07-04 01:18:17,13,10,Koko,None,5203.0,29900.0,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,Web site,0.949591,False,Dhole,0.0173258,False,Golden retriever,0.00694063,True
881906580714921986,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable ,2017-07-03 16:04:48,12,10,Rey,None,3533.0,24773.0,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,Weimaraner,0.291539,True,Chesapeake bay retriever,0.278966,True,Koala,0.12701700000000002,False
881666595344535552,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely ,2017-07-03 00:11:11,13,10,Gary,None,11099.0,51522.0,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,Saluki,0.529012,True,Afghan hound,0.25000300000000003,True,Golden retriever,0.16073900000000002,True
881536004380872706,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) ",2017-07-02 15:32:16,14,10,None,pupper,16570.0,50199.0,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,Samoyed,0.281463,True,Angora,0.272066,False,Persian cat,0.114854,False
881268444196462592,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet ,2017-07-01 21:49:04,12,10,Elliot,None,5358.0,23501.0,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,Tusker,0.473303,False,Indian elephant,0.245646,False,Ibex,0.0556607,False
880935762899988482,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking ,2017-06-30 23:47:07,13,10,Louis,None,2886.0,17346.0,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,Street sign,0.251801,False,Umbrella,0.115123,False,Traffic light,0.0695338,False
880872448815771648,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 ,2017-06-30 19:35:32,12,10,None,None,3989.0,21734.0,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,Pembroke,0.791416,True,Norwich terrier,0.0613929,True,Chihuahua,0.0337257,True
880465832366813184,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop ,2017-06-29 16:39:47,12,10,Bella,None,6546.0,29075.0,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,Golden retriever,0.913255,True,Labrador retriever,0.0263286,True,Cocker spaniel,0.00937082,True
880221127280381952,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well ,2017-06-29 00:27:25,12,10,Jesse,None,4436.0,27640.0,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,Chihuahua,0.238525,True,Meerkat,0.104256,False,Clumber,0.0525803,True
880095782870896641,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 ,2017-06-28 16:09:20,11,10,None,None,4533.0,28150.0,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,Miniature pinscher,0.120298,True,Rhodesian ridgeback,0.106395,True,Beagle,0.106073,True
879862464715927552,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 ,2017-06-28 00:42:13,13,10,Romeo,None,3642.0,22667.0,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,Basset,0.813507,True,Beagle,0.146654,True,Cocker spaniel,0.00948502,True
879492040517615616,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 ,2017-06-27 00:10:17,12,10,Bailey,None,3323.0,23822.0,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,German short-haired pointer,0.479896,True,Vizsla,0.124353,True,Bath towel,0.0733202,False
879415818425184262,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) ,2017-06-26 19:07:24,13,10,Duddles,None,45849.0,107956.0,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,English springer,0.383404,True,Boston bull,0.134967,True,Cardigan,0.110481,True
879376492567855104,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by ,2017-06-26 16:31:08,12,10,Jack,None,3261.0,17099.0,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,Tricycle,0.663601,False,Labrador retriever,0.0334961,True,Pembroke,0.0188266,True
879050749262655488,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet ,2017-06-25 18:56:45,11,10,Steven,None,4941.0,23022.0,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg,Tabby,0.311861,False,Window screen,0.169123,False,Egyptian cat,0.132932,False
879008229531029506,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs ,2017-06-25 16:07:47,13,10,Beau,None,2812.0,19317.0,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,Vizsla,0.960513,True,Miniature pinscher,0.00943065,True,American staffordshire terrier,0.0087113,True
878776093423087618,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth ,2017-06-25 00:45:22,13,10,Snoopy,puppo,4319.0,19763.0,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,Italian greyhound,0.734684,True,Whippet,0.15048699999999998,True,Ibizan hound,0.0397246,True
878281511006478336,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

",2017-06-23 16:00:04,13,10,Shadow,None,1349.0,7913.0,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,Basset,0.32042,True,Collie,0.215975,True,Appenzeller,0.12850699999999998,True
878057613040115712,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved ,2017-06-23 01:10:23,14,10,Emmy,None,7181.0,42876.0,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,French bulldog,0.839097,True,Boston bull,0.07879939999999999,True,Toy terrier,0.0152434,True
877736472329191424,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again ,2017-06-22 03:54:17,13,10,Aja,None,17300.0,71144.0,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,Chesapeake bay retriever,0.8379559999999999,True,Labrador retriever,0.0620342,True,Weimaraner,0.0405991,True
877556246731214848,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options ,2017-06-21 15:58:08,12,10,Penny,None,3994.0,23258.0,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,Basset,0.995368,True,Welsh springer spaniel,0.00193621,True,Bathtub,0.000467919,False
877316821321428993,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy ",2017-06-21 00:06:44,13,10,Dante,None,5414.0,27907.0,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,Saluki,0.5099670000000001,True,Italian greyhound,0.0904973,True,Golden retriever,0.0794058,True
877201837425926144,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop ,2017-06-20 16:29:50,12,10,Nelly,None,5880.0,27755.0,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,Pembroke,0.93112,True,Cardigan,0.0686982,True,Basenji,8.17379e-05,True
876838120628539392,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately ,2017-06-19 16:24:33,12,10,Ginger,pupper,3506.0,21125.0,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,Bloodhound,0.575751,True,Redbone,0.24097,True,Tibetan mastiff,0.08893480000000001,True
876484053909872640,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy ,2017-06-18 16:57:37,13,10,Benedict,None,2511.0,19163.0,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,Golden retriever,0.874566,True,Irish terrier,0.0373542,True,Chow,0.016723599999999998,True
876120275196170240,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite ",2017-06-17 16:52:05,13,10,Venti,None,4903.0,28490.0,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,Bernese mountain dog,0.534327,True,Saint bernard,0.346312,True,Greater swiss mountain dog,0.0949327,True
875747767867523072,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl ",2017-06-16 16:11:53,13,10,Goose,None,4497.0,25773.0,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,Labrador retriever,0.799551,True,Chesapeake bay retriever,0.179975,True,Vizsla,0.0046176,True
875144289856114688,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene ,2017-06-15 00:13:52,13,10,Nugget,None,5081.0,22185.0,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,Siberian husky,0.245048,True,Pembroke,0.223716,True,Dingo,0.160753,False
875021211251597312,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck ,2017-06-14 16:04:48,12,10,None,None,4922.0,26022.0,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg,West highland white terrier,0.7143189999999999,True,Siberian husky,0.0919133,True,Great pyrenees,0.0460382,True
874680097055178752,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly ,2017-06-13 17:29:20,12,10,Cash,None,4875.0,28439.0,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,Labrador retriever,0.836052,True,Staffordshire bullterrier,0.0470691,True,Beagle,0.0360071,True
874296783580663808,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract ,2017-06-12 16:06:11,13,10,Jed,pupper,4308.0,26651.0,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,Cocker spaniel,0.437216,True,Miniature poodle,0.277191,True,Toy poodle,0.157402,True
874057562936811520,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you... 12/10 ",2017-06-12 00:15:36,12,10,None,None,4125.0,23134.0,https://pbs.twimg.com/media/DCFGtdoXkAEsqIw.jpg,Flat-coated retriever,0.8321770000000001,True,Black-and-tan coonhound,0.040436900000000005,True,Newfoundland,0.0282283,True
874012996292530176,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo ",2017-06-11 21:18:31,13,10,Sebastian,puppo,11007.0,35501.0,https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg,Cardigan,0.806674,True,Pembroke,0.116622,True,Kelpie,0.0491819,True
873580283840344065,"We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too. 13/10 would hug firmly ",2017-06-10 16:39:04,13,10,None,None,4143.0,24837.0,https://pbs.twimg.com/media/DB-UotKXkAEHXVi.jpg,Newfoundland,0.678537,True,Tibetan mastiff,0.244022,True,Chow,0.0485295,True
873213775632977920,"This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

",2017-06-09 16:22:42,12,10,Sierra,pupper,1667.0,7467.0,https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg,Vizsla,0.6197819999999999,True,Bloodhound,0.338069,True,Chesapeake bay retriever,0.0126763,True
